time;P;G(i);H_sun;T2m;WS10m;Int
20200408:2110;0.0;0.0;0.0;9.72;0.97;0.0
20200408:2210;0.0;0.0;0.0;9.49;0.76;0.0
20200408:2310;0.0;0.0;0.0;9.64;0.83;0.0
20200409:0010;0.0;0.0;0.0;8.84;0.9;0.0
20200409:0110;0.0;0.0;0.0;8.31;0.9;0.0
20200409:0210;0.0;0.0;0.0;8.01;0.9;0.0
20200409:0310;0.0;0.0;0.0;7.61;0.9;0.0
20200409:0410;0.0;0.0;0.0;7.24;0.9;0.0
20200409:0510;0.49;6.87;2.37;7.57;0.83;0.0
20200409:0610;68.91;126.38;13.01;7.65;0.76;0.0
20200409:0710;290.89;373.7;23.56;11.69;0.9;0.0
20200409:0810;500.67;621.05;33.61;14.01;1.31;0.0
20200409:0910;656.33;834.38;42.52;15.99;1.38;0.0
20200409:1010;752.75;987.14;49.33;17.49;1.24;0.0
20200409:1110;810.8;1084.28;52.73;17.46;1.03;0.0
20200409:1210;813.9;1100.62;51.74;18.17;0.83;0.0
20200409:1310;762.69;1023.56;46.67;18.65;0.69;0.0
20200409:1410;649.26;845.7;38.78;18.45;0.76;0.0
20200409:1510;486.26;617.93;29.27;18.32;0.83;0.0
20200409:1610;284.36;370.56;18.94;17.8;0.62;0.0
20200409:1710;67.01;119.91;8.3;16.37;0.07;0.0
20200409:1810;0.0;0.0;0.0;14.25;0.9;0.0
20200409:1910;0.0;0.0;0.0;11.69;0.97;0.0
20200409:2010;0.0;0.0;0.0;11.22;1.03;0.0
20200409:2110;0.0;0.0;0.0;10.62;1.03;0.0
20200409:2210;0.0;0.0;0.0;9.27;1.03;0.0
20200409:2310;0.0;0.0;0.0;9.41;1.1;0.0
20200410:0010;0.0;0.0;0.0;8.99;1.03;0.0
20200410:0110;0.0;0.0;0.0;8.97;0.97;0.0
20200410:0210;0.0;0.0;0.0;9.12;0.97;0.0
20200410:0310;0.0;0.0;0.0;9.66;0.83;0.0
20200410:0410;0.0;0.0;0.0;9.45;0.69;0.0
20200410:0510;1.23;8.59;2.68;9.77;0.55;0.0
20200410:0610;70.95;130.64;13.32;10.17;0.21;0.0
20200410:0710;292.45;378.14;23.88;12.34;0.28;0.0
20200410:0810;491.7;619.96;33.94;15.79;0.76;0.0
20200410:0910;641.74;829.31;42.87;17.52;0.9;0.0
20200410:1010;746.48;992.53;49.71;18.77;0.97;0.0
20200410:1110;800.53;1083.39;53.11;18.65;0.83;0.0
20200410:1210;801.19;1098.44;52.08;19.29;0.55;0.0
20200410:1310;742.98;1015.24;46.97;19.67;0.21;0.0
20200410:1410;632.2;838.48;39.04;19.32;0.14;0.0
20200410:1510;488.3;626.54;29.5;18.99;0.48;0.0
20200410:1610;285.0;372.05;19.15;18.22;0.62;0.0
20200410:1710;67.89;120.5;8.51;16.79;0.69;0.0
20200410:1810;0.0;0.0;0.0;14.83;1.17;0.0
20200410:1910;0.0;0.0;0.0;12.9;1.66;0.0
20200410:2010;0.0;0.0;0.0;11.74;1.59;0.0
20200410:2110;0.0;0.0;0.0;10.54;1.45;0.0
20200410:2210;0.0;0.0;0.0;9.72;1.45;0.0
20200410:2310;0.0;0.0;0.0;9.8;1.38;0.0
20200411:0010;0.0;0.0;0.0;9.17;1.45;0.0
20200411:0110;0.0;0.0;0.0;8.79;1.45;0.0
20200411:0210;0.0;0.0;0.0;8.5;1.45;0.0
20200411:0310;0.0;0.0;0.0;8.2;1.45;0.0
20200411:0410;0.0;0.0;0.0;7.92;1.52;0.0
20200411:0510;3.02;12.02;2.99;8.2;1.52;0.0
20200411:0610;71.5;133.9;13.62;9.22;1.31;0.0
20200411:0710;300.1;389.88;24.19;14.09;0.9;0.0
20200411:0810;509.12;640.64;34.26;16.27;1.17;0.0
20200411:0910;664.49;857.48;43.22;17.94;1.24;0.0
20200411:1010;773.41;1024.8;50.08;19.11;1.38;0.0
20200411:1110;837.75;1118.06;53.48;18.87;1.66;0.0
20200411:1210;847.26;1126.29;52.43;19.29;2.0;0.0
20200411:1310;794.42;1035.04;47.26;19.31;2.41;0.0
20200411:1410;675.93;856.68;39.29;18.56;2.62;0.0
20200411:1510;509.75;635.55;29.72;17.86;2.41;0.0
20200411:1610;301.13;386.51;19.36;16.83;2.21;0.0
20200411:1710;71.65;126.71;8.71;15.09;2.0;0.0
20200411:1810;0.0;0.0;0.0;12.94;2.0;0.0
20200411:1910;0.0;0.0;0.0;11.57;2.07;0.0
20200411:2010;0.0;0.0;0.0;10.91;2.0;0.0
20200411:2110;0.0;0.0;0.0;9.85;1.93;0.0
20200411:2210;0.0;0.0;0.0;9.08;1.93;0.0
20200411:2310;0.0;0.0;0.0;9.65;1.86;0.0
20200412:0010;0.0;0.0;0.0;9.19;1.93;0.0
20200412:0110;0.0;0.0;0.0;8.9;2.0;0.0
20200412:0210;0.0;0.0;0.0;8.33;2.0;0.0
20200412:0310;0.0;0.0;0.0;7.73;2.0;0.0
20200412:0410;0.0;0.0;0.0;6.99;1.93;0.0
20200412:0510;4.54;14.6;3.3;6.84;1.86;0.0
20200412:0610;73.85;136.94;13.93;7.98;1.66;0.0
20200412:0710;306.77;394.69;24.5;12.88;1.31;0.0
20200412:0810;521.17;646.86;34.59;14.73;1.72;0.0
20200412:0910;682.59;863.87;43.56;16.3;2.0;0.0
20200412:1010;785.9;1013.42;50.44;17.35;2.34;0.0
20200412:1110;866.59;1117.59;53.85;16.89;3.03;0.0
20200412:1210;868.65;1111.32;52.77;16.95;3.59;0.0
20200412:1310;805.89;1014.81;47.56;16.65;3.86;0.0
20200412:1410;669.89;825.96;39.54;15.59;3.66;0.0
20200412:1510;445.09;539.99;29.94;14.54;3.59;0.0
20200412:1610;204.6;259.01;19.57;13.43;3.45;0.0
20200412:1710;61.65;101.8;8.92;12.1;3.17;0.0
20200412:1810;0.0;0.0;0.0;10.87;2.83;0.0
20200412:1910;0.0;0.0;0.0;9.88;2.76;0.0
20200412:2010;0.0;0.0;0.0;10.2;2.69;0.0
20200412:2110;0.0;0.0;0.0;9.9;2.55;0.0
20200412:2210;0.0;0.0;0.0;9.63;2.55;0.0
20200412:2310;0.0;0.0;0.0;10.64;2.48;0.0
20200413:0010;0.0;0.0;0.0;10.43;2.34;0.0
20200413:0110;0.0;0.0;0.0;10.34;2.21;0.0
20200413:0210;0.0;0.0;0.0;10.3;2.0;0.0
20200413:0310;0.0;0.0;0.0;10.03;1.86;0.0
20200413:0410;0.0;0.0;0.0;9.45;1.79;0.0
20200413:0510;4.46;14.6;3.6;9.54;1.79;0.0
20200413:0610;82.37;131.84;14.23;10.08;1.45;0.0
20200413:0710;220.62;281.14;24.8;13.37;1.38;0.0
20200413:0810;280.52;347.51;34.91;14.36;1.79;0.0
20200413:0910;477.24;588.57;43.91;15.57;2.34;0.0
20200413:1010;577.25;716.88;50.8;16.32;2.9;0.0
20200413:1110;678.17;846.2;54.22;15.69;3.17;0.0
20200413:1210;584.41;720.96;53.11;15.74;3.45;0.0
20200413:1310;409.6;500.35;47.85;15.54;3.72;0.0
20200413:1410;570.92;693.1;39.79;14.38;3.86;0.0
20200413:1510;174.66;220.6;30.16;13.53;3.59;0.0
20200413:1610;100.7;135.26;19.77;12.66;3.31;0.0
20200413:1710;22.9;41.47;9.12;11.62;2.97;0.0
20200413:1810;0.0;0.0;0.0;10.89;2.76;0.0
20200413:1910;0.0;0.0;0.0;9.93;3.86;0.0
20200413:2010;0.0;0.0;0.0;10.33;3.17;0.0
20200413:2110;0.0;0.0;0.0;9.93;3.1;0.0
20200413:2210;0.0;0.0;0.0;9.62;2.69;0.0
20200413:2310;0.0;0.0;0.0;10.44;2.34;0.0
20200414:0010;0.0;0.0;0.0;10.1;2.07;0.0
20200414:0110;0.0;0.0;0.0;9.7;1.86;0.0
20200414:0210;0.0;0.0;0.0;9.54;1.72;0.0
20200414:0310;0.0;0.0;0.0;9.2;1.66;0.0
20200414:0410;0.0;0.0;0.0;8.94;1.38;0.0
20200414:0510;3.97;13.74;3.9;9.07;1.1;0.0
20200414:0610;78.86;141.1;14.53;9.88;0.83;0.0
20200414:0710;307.28;393.05;25.11;11.6;0.9;0.0
20200414:0810;513.04;640.55;35.22;13.26;0.69;0.0
20200414:0910;660.51;853.47;44.24;15.49;0.55;0.0
20200414:1010;769.52;1017.11;51.17;17.25;1.03;0.0
20200414:1110;834.71;1107.0;54.59;17.56;1.59;0.0
20200414:1210;845.16;1120.5;53.45;18.61;1.93;0.0
20200414:1310;786.01;1029.41;48.13;19.3;2.07;0.0
20200414:1410;671.37;856.62;40.03;19.38;2.41;0.0
20200414:1510;508.2;636.46;30.38;19.38;2.76;0.0
20200414:1610;296.67;383.65;19.98;18.86;2.69;0.0
20200414:1710;73.76;131.18;9.33;17.16;2.0;0.0
20200414:1810;0.0;0.0;0.0;14.57;2.14;0.0
20200414:1910;0.0;0.0;0.0;13.25;2.0;0.0
20200414:2010;0.0;0.0;0.0;11.82;1.52;0.0
20200414:2110;0.0;0.0;0.0;10.46;1.03;0.0
20200414:2210;0.0;0.0;0.0;9.94;1.03;0.0
20200414:2310;0.0;0.0;0.0;10.02;1.31;0.0
20200415:0010;0.0;0.0;0.0;9.01;1.38;0.0
20200415:0110;0.0;0.0;0.0;8.27;1.52;0.0
20200415:0210;0.0;0.0;0.0;7.77;1.79;0.0
20200415:0310;0.0;0.0;0.0;7.6;2.07;0.0
20200415:0410;0.0;0.0;0.0;7.03;2.28;0.0
20200415:0510;3.53;12.88;4.2;7.02;2.28;0.0
20200415:0610;54.89;79.87;14.82;7.48;2.41;0.0
20200415:0710;146.05;185.04;25.41;8.67;2.62;0.0
20200415:0810;476.86;569.78;35.53;9.6;2.83;0.0
20200415:0910;670.96;815.39;44.58;11.23;2.97;0.0
20200415:1010;783.54;971.3;51.52;12.9;3.31;0.0
20200415:1110;853.23;1072.26;54.95;13.19;3.24;0.0
20200415:1210;845.6;1071.84;53.78;14.18;2.97;0.0
20200415:1310;776.43;982.32;48.42;14.9;2.55;0.0
20200415:1410;664.39;827.94;40.28;14.91;2.34;0.0
20200415:1510;499.21;613.97;30.6;14.97;2.28;0.0
20200415:1610;291.87;371.23;20.18;14.65;2.07;0.0
20200415:1710;73.87;128.67;9.53;13.7;1.79;0.0
20200415:1810;0.0;0.0;0.0;12.4;1.24;0.0
20200415:1910;0.0;0.0;0.0;10.37;1.17;0.0
20200415:2010;0.0;0.0;0.0;9.84;1.31;0.0
20200415:2110;0.0;0.0;0.0;8.26;1.31;0.0
20200415:2210;0.0;0.0;0.0;7.36;1.17;0.0
20200415:2310;0.0;0.0;0.0;7.82;1.1;0.0
20200416:0010;0.0;0.0;0.0;7.18;1.1;0.0
20200416:0110;0.0;0.0;0.0;6.65;1.1;0.0
20200416:0210;0.0;0.0;0.0;6.56;0.97;0.0
20200416:0310;0.0;0.0;0.0;6.65;0.83;0.0
20200416:0410;0.0;0.0;0.0;6.65;0.69;0.0
20200416:0510;7.79;19.75;4.5;6.81;0.55;0.0
20200416:0610;90.97;140.71;15.11;7.75;0.34;0.0
20200416:0710;289.37;364.52;25.7;10.19;1.1;0.0
20200416:0810;466.88;570.02;35.84;11.37;1.38;0.0
20200416:0910;488.05;603.67;44.91;13.2;1.1;0.0
20200416:1010;615.03;788.25;51.88;15.01;0.62;0.0
20200416:1110;643.99;839.79;55.31;15.42;0.28;0.0
20200416:1210;711.09;936.76;54.11;16.41;0.62;0.0
20200416:1310;704.1;905.42;48.7;16.67;1.59;0.0
20200416:1410;378.94;466.4;40.52;15.53;2.28;0.0
20200416:1510;514.15;629.96;30.81;14.67;2.62;0.0
20200416:1610;302.03;381.34;20.38;13.61;2.62;0.0
20200416:1710;76.51;133.71;9.73;12.26;2.41;0.0
20200416:1810;0.0;0.0;0.0;10.75;2.14;0.0
20200416:1910;0.0;0.0;0.0;9.35;2.07;0.0
20200416:2010;0.0;0.0;0.0;9.05;2.07;0.0
20200416:2110;0.0;0.0;0.0;8.26;2.07;0.0
20200416:2210;0.0;0.0;0.0;7.75;2.14;0.0
20200416:2310;0.0;0.0;0.0;8.6;2.14;0.0
20200417:0010;0.0;0.0;0.0;8.48;2.0;0.0
20200417:0110;0.0;0.0;0.0;8.41;1.93;0.0
20200417:0210;0.0;0.0;0.0;8.18;1.93;0.0
20200417:0310;0.0;0.0;0.0;8.1;1.93;0.0
20200417:0410;0.0;0.0;0.0;8.04;2.0;0.0
20200417:0510;5.52;16.31;4.79;8.9;1.93;0.0
20200417:0610;69.47;99.25;15.4;10.23;1.66;0.0
20200417:0710;254.74;321.37;26.0;12.46;2.07;0.0
20200417:0810;495.89;605.2;36.15;13.28;2.41;0.0
20200417:0910;646.85;802.41;45.24;14.54;2.41;0.0
20200417:1010;694.3;872.35;52.23;15.4;2.48;0.0
20200417:1110;522.37;643.7;55.66;15.15;2.83;0.0
20200417:1210;550.03;679.4;54.44;15.74;3.03;0.0
20200417:1310;450.4;553.45;48.98;16.01;3.1;0.0
20200417:1410;397.77;485.55;40.76;15.36;3.31;0.0
20200417:1510;178.4;226.3;31.03;14.76;3.24;0.0
20200417:1610;273.75;345.21;20.59;13.78;3.1;0.0
20200417:1710;55.97;89.91;9.93;12.32;2.76;0.0
20200417:1810;0.0;0.0;0.0;11.08;2.41;0.0
20200417:1910;0.0;0.0;0.0;9.88;2.07;0.0
20200417:2010;0.0;0.0;0.0;10.09;2.07;0.0
20200417:2110;0.0;0.0;0.0;9.47;1.93;0.0
20200417:2210;0.0;0.0;0.0;9.21;1.86;0.0
20200417:2310;0.0;0.0;0.0;10.15;1.93;0.0
20200418:0010;0.0;0.0;0.0;9.91;1.86;0.0
20200418:0110;0.0;0.0;0.0;10.05;1.72;0.0
20200418:0210;0.0;0.0;0.0;9.9;1.79;0.0
20200418:0310;0.0;0.0;0.0;9.89;1.86;0.0
20200418:0410;0.0;0.0;0.0;9.73;1.72;0.0
20200418:0510;2.97;12.02;5.08;10.5;1.66;0.0
20200418:0610;71.77;102.92;15.69;11.71;1.66;0.0
20200418:0710;186.14;237.0;26.28;13.25;2.14;0.0
20200418:0810;402.29;492.62;36.45;13.93;2.14;0.0
20200418:0910;467.32;576.98;45.56;15.11;1.93;0.0
20200418:1010;684.65;869.76;52.57;16.4;2.0;0.0
20200418:1110;779.76;997.95;56.02;16.43;2.48;0.0
20200418:1210;683.97;861.22;54.77;16.98;2.97;0.0
20200418:1310;687.91;859.39;49.26;16.79;3.38;0.0
20200418:1410;542.04;664.61;41.0;15.76;3.24;0.0
20200418:1510;218.6;272.93;31.24;14.75;3.1;0.0
20200418:1610;109.72;146.65;20.79;13.93;3.1;0.0
20200418:1710;53.65;86.21;10.13;12.75;2.9;0.0
20200418:1810;0.0;0.0;0.0;11.7;2.55;0.0
20200418:1910;0.0;0.0;0.0;10.32;2.48;0.0
20200418:2010;0.0;0.0;0.0;10.85;2.41;0.0
20200418:2110;0.0;0.0;0.0;10.47;2.14;0.0
20200418:2210;0.0;0.0;0.0;10.04;2.0;0.0
20200418:2310;0.0;0.0;0.0;10.88;1.86;0.0
20200419:0010;0.0;0.0;0.0;10.91;1.93;0.0
20200419:0110;0.0;0.0;0.0;10.48;1.86;0.0
20200419:0210;0.0;0.0;0.0;10.46;1.79;0.0
20200419:0310;0.0;0.0;0.0;10.49;1.72;0.0
20200419:0410;0.0;0.0;0.0;10.31;1.72;0.0
20200419:0510;9.89;23.18;5.36;10.85;1.66;0.0
20200419:0610;90.4;133.53;15.97;12.06;1.45;0.0
20200419:0710;223.44;284.1;26.57;13.83;1.66;0.0
20200419:0810;217.09;273.21;36.75;14.39;1.31;0.0
20200419:0910;387.25;483.59;45.88;15.9;0.97;0.0
20200419:1010;314.24;396.72;52.92;17.25;0.83;0.0
20200419:1110;696.89;910.2;56.37;17.14;0.97;0.0
20200419:1210;467.65;588.57;55.09;17.4;1.45;0.0
20200419:1310;238.11;301.39;49.54;17.27;1.93;0.0
20200419:1410;120.56;160.49;41.23;15.86;2.0;0.0
20200419:1510;47.19;72.45;31.45;14.74;1.79;0.0
20200419:1610;32.64;54.11;20.98;13.86;1.52;0.0
20200419:1710;35.67;58.89;10.33;12.8;1.1;0.0
20200419:1810;0.0;0.0;0.0;12.14;0.97;0.0
20200419:1910;0.0;0.0;0.0;10.8;0.55;0.0
20200419:2010;0.0;0.0;0.0;11.25;0.62;0.0
20200419:2110;0.0;0.0;0.0;11.08;0.41;0.0
20200419:2210;0.0;0.0;0.0;10.82;0.55;0.0
20200419:2310;0.0;0.0;0.0;11.86;0.69;0.0
20200420:0010;0.0;0.0;0.0;12.19;0.83;0.0
20200420:0110;0.0;0.0;0.0;11.94;1.03;0.0
20200420:0210;0.0;0.0;0.0;12.04;1.31;0.0
20200420:0310;0.0;0.0;0.0;12.06;1.38;0.0
20200420:0410;0.0;0.0;0.0;12.11;1.38;0.0
20200420:0510;0.81;7.73;5.64;12.68;1.31;0.0
20200420:0610;9.61;22.93;16.24;12.79;1.17;0.0
20200420:0710;34.93;56.86;26.85;13.14;1.24;0.0
20200420:0810;47.66;72.45;37.04;12.6;1.24;0.0
20200420:0910;94.62;128.39;46.19;12.76;1.1;0.0
20200420:1010;100.85;135.73;53.26;12.89;1.24;0.0
20200420:1110;86.48;118.3;56.72;11.87;1.45;0.0
20200420:1210;105.4;140.31;55.41;11.84;1.59;0.0
20200420:1310;82.62;113.72;49.81;11.8;1.66;0.0
20200420:1410;87.56;119.22;41.46;11.28;1.72;0.0
20200420:1510;68.85;97.21;31.66;11.08;1.86;0.0
20200420:1610;35.37;56.86;21.18;10.77;1.79;0.0
20200420:1710;12.94;27.51;10.53;10.28;1.86;0.0
20200420:1810;0.0;0.0;0.0;9.83;1.93;0.0
20200420:1910;0.0;0.0;0.0;9.18;2.21;0.0
20200420:2010;0.0;0.0;0.0;9.57;2.28;0.0
20200420:2110;0.0;0.0;0.0;9.25;2.28;0.0
20200420:2210;0.0;0.0;0.0;9.01;2.28;0.0
20200420:2310;0.0;0.0;0.0;9.96;2.34;0.0
20200421:0010;0.0;0.0;0.0;10.13;2.34;0.0
20200421:0110;0.0;0.0;0.0;9.67;2.34;0.0
20200421:0210;0.0;0.0;0.0;9.55;2.34;0.0
20200421:0310;0.0;0.0;0.0;9.34;2.48;0.0
20200421:0410;0.0;0.0;0.0;9.13;2.55;0.0
20200421:0510;1.24;8.59;5.92;9.44;2.69;0.0
20200421:0610;17.69;33.93;16.52;9.33;2.83;0.0
20200421:0710;45.43;68.78;27.13;9.58;3.24;0.0
20200421:0810;51.76;76.12;37.33;8.82;3.24;0.0
20200421:0910;66.51;93.54;46.5;9.12;3.31;0.0
20200421:1010;61.73;88.04;53.59;9.4;3.59;0.0
20200421:1110;56.53;81.62;57.06;8.54;3.86;0.0
20200421:1210;93.04;123.8;55.72;8.61;4.0;0.0
20200421:1310;75.44;103.63;50.08;8.67;4.28;0.0
20200421:1410;58.83;84.37;41.7;8.71;4.0;0.0
20200421:1510;35.03;55.94;31.86;8.85;4.0;0.0
20200421:1610;17.08;33.01;21.38;8.67;3.52;0.0
20200421:1710;6.82;18.34;10.73;8.29;3.38;0.0
20200421:1810;0.0;0.0;0.0;7.98;3.03;0.0
20200421:1910;0.0;0.0;0.0;6.92;3.45;0.0
20200421:2010;0.0;0.0;0.0;7.47;3.17;0.0
20200421:2110;0.0;0.0;0.0;7.32;2.97;0.0
20200421:2210;0.0;0.0;0.0;7.22;2.9;0.0
20200421:2310;0.0;0.0;0.0;8.29;2.83;0.0
20200422:0010;0.0;0.0;0.0;8.78;2.76;0.0
20200422:0110;0.0;0.0;0.0;7.9;2.69;0.0
20200422:0210;0.0;0.0;0.0;7.86;2.76;0.0
20200422:0310;0.0;0.0;0.0;8.38;2.76;0.0
20200422:0410;0.0;0.0;0.0;8.39;2.76;0.0
20200422:0510;2.09;10.3;6.19;8.81;2.69;0.0
20200422:0610;94.84;132.43;16.79;9.06;2.76;0.0
20200422:0710;189.8;237.36;27.4;10.39;2.83;0.0
20200422:0810;483.32;577.76;37.62;11.13;3.79;0.0
20200422:0910;685.34;827.17;46.81;13.14;4.76;0.0
20200422:1010;806.83;992.76;53.93;14.6;4.9;0.0
20200422:1110;867.43;1077.05;57.4;14.6;4.83;0.0
20200422:1210;853.27;1067.58;56.04;15.62;4.48;0.0
20200422:1310;359.17;441.03;50.35;16.47;4.21;0.0
20200422:1410;373.95;457.93;41.92;16.44;4.0;0.0
20200422:1510;303.77;373.93;32.07;15.95;3.59;0.0
20200422:1610;244.29;310.94;21.57;15.61;3.24;0.0
20200422:1710;70.4;114.85;10.93;14.64;2.83;0.0
20200422:1810;0.0;0.0;0.0;13.12;2.69;0.0
20200422:1910;0.0;0.0;0.0;11.74;2.41;0.0
20200422:2010;0.0;0.0;0.0;11.36;2.28;0.0
20200422:2110;0.0;0.0;0.0;10.33;2.14;0.0
20200422:2210;0.0;0.0;0.0;9.55;2.0;0.0
20200422:2310;0.0;0.0;0.0;9.95;1.86;0.0
20200423:0010;0.0;0.0;0.0;9.16;1.66;0.0
20200423:0110;0.0;0.0;0.0;8.29;1.59;0.0
20200423:0210;0.0;0.0;0.0;7.45;1.45;0.0
20200423:0310;0.0;0.0;0.0;6.71;1.38;0.0
20200423:0410;0.0;0.0;0.0;6.23;1.31;0.0
20200423:0510;16.95;32.63;6.46;6.63;1.17;0.0
20200423:0610;91.83;158.28;17.05;8.6;1.03;0.0
20200423:0710;311.83;397.69;27.67;12.9;1.31;0.0
20200423:0810;517.91;638.83;37.9;14.02;1.86;0.0
20200423:0910;673.53;846.64;47.11;15.53;2.07;0.0
20200423:1010;775.97;996.75;54.25;16.88;2.28;0.0
20200423:1110;827.6;1074.37;57.74;16.87;2.28;0.0
20200423:1210;827.41;1078.17;56.35;17.58;2.28;0.0
20200423:1310;772.14;995.3;50.61;18.14;2.41;0.0
20200423:1410;654.54;828.18;42.15;17.92;2.28;0.0
20200423:1510;495.67;620.05;32.27;17.8;2.0;0.0
20200423:1610;288.93;374.08;21.77;17.35;1.59;0.0
20200423:1710;77.25;136.71;11.12;16.32;0.9;0.0
20200423:1810;0.0;0.0;0.0;14.61;0.55;0.0
20200423:1910;0.0;0.0;0.0;12.92;1.03;0.0
20200423:2010;0.0;0.0;0.0;13.61;0.83;0.0
20200423:2110;0.0;0.0;0.0;13.7;0.48;0.0
20200423:2210;0.0;0.0;0.0;12.91;0.48;0.0
20200423:2310;0.0;0.0;0.0;13.06;0.62;0.0
20200424:0010;0.0;0.0;0.0;11.53;0.76;0.0
20200424:0110;0.0;0.0;0.0;10.29;0.76;0.0
20200424:0210;0.0;0.0;0.0;9.29;0.76;0.0
20200424:0310;0.0;0.0;0.0;8.93;0.76;0.0
20200424:0410;0.0;0.0;0.0;8.66;0.62;0.0
20200424:0510;18.63;35.2;6.73;9.15;0.41;0.0
20200424:0610;94.05;160.04;17.31;10.65;0.21;0.0
20200424:0710;308.8;398.59;27.94;14.12;0.48;0.0
20200424:0810;504.59;637.98;38.18;15.57;0.55;0.0
20200424:0910;651.27;848.67;47.41;17.11;0.48;0.0
20200424:1010;749.05;998.7;54.58;18.31;0.76;0.0
20200424:1110;816.01;1082.81;58.07;18.16;1.52;0.0
20200424:1210;829.05;1086.72;56.65;18.58;2.28;0.0
20200424:1310;771.93;990.45;50.87;18.5;2.83;0.0
20200424:1410;668.39;834.62;42.37;17.57;3.31;0.0
20200424:1510;511.35;629.35;32.47;16.64;3.24;0.0
20200424:1610;300.71;382.89;21.96;15.55;3.17;0.0
20200424:1710;79.36;138.97;11.31;14.03;3.1;0.0
20200424:1810;0.0;0.0;0.0;12.46;2.9;0.0
20200424:1910;0.0;0.0;0.0;10.93;2.76;0.0
20200424:2010;0.0;0.0;0.0;10.97;2.69;0.0
20200424:2110;0.0;0.0;0.0;10.42;2.55;0.0
20200424:2210;0.0;0.0;0.0;10.03;2.55;0.0
20200424:2310;0.0;0.0;0.0;11.13;2.48;0.0
20200425:0010;0.0;0.0;0.0;10.97;2.34;0.0
20200425:0110;0.0;0.0;0.0;11.26;2.28;0.0
20200425:0210;0.0;0.0;0.0;11.08;2.28;0.0
20200425:0310;0.0;0.0;0.0;11.02;2.28;0.0
20200425:0410;0.0;0.0;0.0;11.03;2.28;0.0
20200425:0510;7.58;19.75;6.99;11.65;2.21;0.0
20200425:0610;53.72;79.79;17.57;12.9;2.41;0.0
20200425:0710;123.32;162.19;28.2;14.05;3.31;0.0
20200425:0810;274.48;337.42;38.45;14.01;3.52;0.0
20200425:0910;530.66;646.41;47.71;14.63;3.66;0.0
20200425:1010;693.28;856.22;54.9;15.25;3.93;0.0
20200425:1110;772.71;954.88;58.4;14.78;4.55;0.0
20200425:1210;819.41;1010.9;56.96;14.61;5.03;0.0
20200425:1310;776.53;956.85;51.13;14.95;4.62;0.0
20200425:1410;670.17;816.24;42.6;14.68;4.34;0.0
20200425:1510;509.32;615.28;32.67;14.26;4.21;0.0
20200425:1610;295.29;371.33;22.15;13.5;3.86;0.0
20200425:1710;79.95;136.84;11.51;12.44;3.45;0.0
20200425:1810;0.0;0.0;0.0;11.38;3.17;0.0
20200425:1910;0.0;0.0;0.0;10.14;3.17;0.0
20200425:2010;0.0;0.0;0.0;10.42;3.17;0.0
20200425:2110;0.0;0.0;0.0;10.26;3.17;0.0
20200425:2210;0.0;0.0;0.0;9.99;3.03;0.0
20200425:2310;0.0;0.0;0.0;10.85;2.83;0.0
20200426:0010;0.0;0.0;0.0;10.8;2.76;0.0
20200426:0110;0.0;0.0;0.0;10.49;2.62;0.0
20200426:0210;0.0;0.0;0.0;10.52;2.48;0.0
20200426:0310;0.0;0.0;0.0;10.44;2.28;0.0
20200426:0410;0.0;0.0;0.0;10.27;2.14;0.0
20200426:0510;18.51;35.2;7.25;10.62;2.0;0.0
20200426:0610;95.16;160.34;17.82;11.81;1.79;0.0
20200426:0710;308.17;390.72;28.45;13.72;2.62;0.0
20200426:0810;503.78;616.12;38.72;14.31;2.76;0.0
20200426:0910;657.53;813.35;48.0;14.96;2.9;0.0
20200426:1010;689.68;859.78;55.21;15.79;3.24;0.0
20200426:1110;808.38;1015.77;58.73;14.82;3.38;0.0
20200426:1210;822.78;1031.84;57.26;14.72;3.59;0.0
20200426:1310;763.69;945.29;51.39;14.76;3.93;0.0
20200426:1410;645.0;784.88;42.82;14.4;4.07;0.0
20200426:1510;417.08;504.04;32.87;14.01;3.93;0.0
20200426:1610;286.5;361.2;22.34;13.4;3.17;0.0
20200426:1710;78.91;135.84;11.7;12.44;2.62;0.0
20200426:1810;0.0;0.0;0.0;11.52;2.28;0.0
20200426:1910;0.0;0.0;0.0;10.45;2.28;0.0
20200426:2010;0.0;0.0;0.0;10.8;2.14;0.0
20200426:2110;0.0;0.0;0.0;10.53;2.21;0.0
20200426:2210;0.0;0.0;0.0;10.32;2.14;0.0
20200426:2310;0.0;0.0;0.0;11.2;2.07;0.0
20200427:0010;0.0;0.0;0.0;11.01;2.07;0.0
20200427:0110;0.0;0.0;0.0;10.9;2.0;0.0
20200427:0210;0.0;0.0;0.0;11.02;1.93;0.0
20200427:0310;0.0;0.0;0.0;10.97;1.86;0.0
20200427:0410;0.0;0.0;0.0;10.93;1.93;0.0
20200427:0510;23.61;42.07;7.5;11.49;1.86;0.0
20200427:0610;45.5;69.7;18.07;12.49;2.55;0.0
20200427:0710;243.1;306.07;28.7;13.9;2.76;0.0
20200427:0810;415.67;506.03;38.98;14.03;3.1;0.0
20200427:0910;626.82;768.23;48.28;14.53;3.38;0.0
20200427:1010;654.81;806.64;55.52;14.78;3.59;0.0
20200427:1110;700.96;864.82;59.05;14.36;3.79;0.0
20200427:1210;706.94;872.32;57.56;14.49;3.86;0.0
20200427:1310;545.29;663.97;51.64;14.86;4.07;0.0
