time;P;G(i);H_sun;T2m;WS10m;Int
20200630:2010;0.0;0.0;0.0;18.66;2.07;0.0
20200630:2110;0.0;0.0;0.0;18.02;1.93;0.0
20200630:2210;0.0;0.0;0.0;17.55;1.79;0.0
20200630:2310;0.0;0.0;0.0;18.34;1.72;0.0
20200701:0010;0.0;0.0;0.0;18.05;1.59;0.0
20200701:0110;0.0;0.0;0.0;18.02;1.45;0.0
20200701:0210;0.0;0.0;0.0;17.88;1.45;0.0
20200701:0310;0.0;0.0;0.0;17.63;1.38;0.0
20200701:0410;3.28;12.88;3.25;17.49;1.31;0.0
20200701:0510;46.69;72.98;12.93;18.4;1.03;0.0
20200701:0610;101.59;169.13;23.22;20.34;1.1;0.0
20200701:0710;278.97;370.31;33.82;21.56;2.41;0.0
20200701:0810;452.08;575.12;44.43;21.74;2.41;0.0
20200701:0910;539.67;692.21;54.53;22.59;2.34;0.0
20200701:1010;664.72;867.32;63.15;23.31;2.41;0.0
20200701:1110;663.12;863.76;68.11;22.47;2.41;0.0
20200701:1210;118.12;162.32;66.82;22.86;2.41;0.0
20200701:1310;43.77;70.61;60.08;23.38;2.48;0.0
20200701:1410;384.58;489.21;50.71;22.43;2.62;0.0
20200701:1510;469.15;594.7;40.34;22.03;2.69;0.0
20200701:1610;300.42;391.26;29.69;21.41;2.48;0.0
20200701:1710;117.38;185.33;19.17;20.72;2.34;0.0
20200701:1810;25.14;45.5;9.08;19.84;1.79;0.0
20200701:1910;0.0;0.0;0.0;18.47;1.79;0.0
20200701:2010;0.0;0.0;0.0;18.44;1.66;0.0
20200701:2110;0.0;0.0;0.0;18.04;1.38;0.0
20200701:2210;0.0;0.0;0.0;17.55;1.31;0.0
20200701:2310;0.0;0.0;0.0;18.31;1.03;0.0
20200702:0010;0.0;0.0;0.0;18.15;1.1;0.0
20200702:0110;0.0;0.0;0.0;17.91;1.31;0.0
20200702:0210;0.0;0.0;0.0;17.59;1.31;0.0
20200702:0310;0.0;0.0;0.0;17.34;1.45;0.0
20200702:0410;3.76;13.74;3.17;16.99;1.38;0.0
20200702:0510;37.93;61.82;12.85;18.03;1.17;0.0
20200702:0610;93.95;165.78;23.14;20.69;1.1;0.0
20200702:0710;282.56;382.66;33.75;22.21;0.48;0.0
20200702:0810;458.78;601.0;44.35;23.28;0.62;0.0
20200702:0910;591.76;787.05;54.45;24.52;0.9;0.0
20200702:1010;689.79;931.32;63.06;25.58;1.38;0.0
20200702:1110;751.71;1013.47;68.04;25.3;2.0;0.0
20200702:1210;759.7;1017.65;66.76;25.51;2.48;0.0
20200702:1310;706.54;929.71;60.05;25.31;2.97;0.0
20200702:1410;602.58;775.67;50.7;23.67;2.9;0.0
20200702:1510;78.3;113.72;40.33;23.15;2.97;0.0
20200702:1610;266.44;346.07;29.68;22.0;3.03;0.0
20200702:1710;8.57;22.01;19.16;21.26;2.76;0.0
20200702:1810;20.68;39.49;9.06;20.13;2.48;0.0
20200702:1910;0.0;0.0;0.0;18.62;2.14;0.0
20200702:2010;0.0;0.0;0.0;18.29;2.0;0.0
20200702:2110;0.0;0.0;0.0;17.71;1.86;0.0
20200702:2210;0.0;0.0;0.0;17.31;1.72;0.0
20200702:2310;0.0;0.0;0.0;18.37;1.24;0.0
20200703:0010;0.0;0.0;0.0;17.57;0.48;0.0
20200703:0110;0.0;0.0;0.0;17.11;0.48;0.0
20200703:0210;0.0;0.0;0.0;17.2;0.21;0.0
20200703:0310;0.0;0.0;0.0;16.79;0.55;0.0
20200703:0410;0.0;1.72;3.09;16.69;0.76;0.0
20200703:0510;39.38;63.54;12.76;17.51;1.03;0.0
20200703:0610;98.74;166.34;23.06;18.65;1.24;0.0
20200703:0710;278.94;374.51;33.67;21.53;0.9;0.0
20200703:0810;436.44;566.37;44.26;22.34;0.83;0.0
20200703:0910;564.66;737.71;54.36;23.54;1.45;0.0
20200703:1010;629.23;830.09;62.98;24.63;1.93;0.0
20200703:1110;557.21;733.4;67.95;24.19;1.52;0.0
20200703:1210;438.04;569.94;66.71;23.93;1.45;0.0
20200703:1310;168.63;222.85;60.02;21.24;1.52;0.0
20200703:1410;547.74;696.4;50.68;19.03;1.59;0.0
20200703:1510;468.92;591.15;40.31;18.72;1.59;0.0
20200703:1610;72.09;104.55;29.66;19.25;1.52;0.0
20200703:1710;17.43;34.85;19.14;19.18;2.14;0.0
20200703:1810;5.25;16.31;9.04;16.79;1.52;0.0
20200703:1910;0.0;0.0;0.0;16.14;1.59;0.0
20200703:2010;0.0;0.0;0.0;16.25;1.24;0.0
20200703:2110;0.0;0.0;0.0;15.89;2.21;0.0
20200703:2210;0.0;0.0;0.0;15.61;1.86;0.0
20200703:2310;0.0;0.0;0.0;17.13;1.86;0.0
20200704:0010;0.0;0.0;0.0;17.1;2.41;0.0
20200704:0110;0.0;0.0;0.0;16.83;2.55;0.0
20200704:0210;0.0;0.0;0.0;16.99;2.34;0.0
20200704:0310;0.0;0.0;0.0;16.87;2.14;0.0
20200704:0410;0.0;2.58;3.0;16.89;2.28;0.0
20200704:0510;22.24;41.21;12.68;17.49;2.14;0.0
20200704:0610;89.17;124.95;22.97;18.15;2.9;0.0
20200704:0710;233.88;301.24;33.58;18.94;3.03;0.0
20200704:0810;440.7;551.29;44.18;19.35;3.17;0.0
20200704:0910;596.07;751.39;54.28;20.86;3.52;0.0
20200704:1010;695.46;892.81;62.88;22.07;3.45;0.0
20200704:1110;681.01;879.7;67.87;22.13;3.1;0.0
20200704:1210;755.37;992.36;66.64;22.9;2.76;0.0
20200704:1310;719.93;947.86;59.98;23.48;2.34;0.0
20200704:1410;622.13;809.88;50.65;23.0;1.86;0.0
20200704:1510;480.06;621.97;40.29;23.5;1.38;0.0
20200704:1610;308.14;410.34;29.64;23.58;0.9;0.0
20200704:1710;117.72;190.71;19.11;23.56;0.41;0.0
20200704:1810;24.06;44.65;9.01;22.92;0.14;0.0
20200704:1910;0.0;0.0;0.0;21.53;0.48;0.0
20200704:2010;0.0;0.0;0.0;22.0;0.41;0.0
20200704:2110;0.0;0.0;0.0;20.3;0.83;0.0
20200704:2210;0.0;0.0;0.0;19.36;0.97;0.0
20200704:2310;0.0;0.0;0.0;20.08;0.9;0.0
20200705:0010;0.0;0.0;0.0;20.55;0.69;0.0
20200705:0110;0.0;0.0;0.0;20.06;0.34;0.0
20200705:0210;0.0;0.0;0.0;19.73;0.07;0.0
20200705:0310;0.0;0.0;0.0;19.1;0.41;0.0
20200705:0410;2.81;12.02;2.91;18.35;0.62;0.0
20200705:0510;35.89;59.24;12.59;18.04;0.69;0.0
20200705:0610;91.88;162.03;22.88;20.63;0.76;0.0
20200705:0710;277.33;375.82;33.49;23.04;1.03;0.0
20200705:0810;453.3;590.56;44.09;23.85;1.17;0.0
20200705:0910;586.38;779.03;54.18;25.06;1.03;0.0
20200705:1010;673.16;923.24;62.79;26.1;0.69;0.0
20200705:1110;708.37;993.95;67.77;26.04;0.28;0.0
20200705:1210;699.77;989.06;66.57;26.73;0.14;0.0
20200705:1310;669.47;928.29;59.93;27.02;0.48;0.0
20200705:1410;589.69;792.78;50.62;26.11;0.76;0.0
20200705:1510;465.32;611.9;40.26;25.95;1.1;0.0
20200705:1610;299.17;400.6;29.62;25.38;1.17;0.0
20200705:1710;116.78;188.3;19.09;24.72;1.17;0.0
20200705:1810;24.6;45.5;8.98;23.77;0.9;0.0
20200705:1910;0.0;0.0;0.0;22.35;0.97;0.0
20200705:2010;0.0;0.0;0.0;21.58;0.97;0.0
20200705:2110;0.0;0.0;0.0;20.51;0.97;0.0
20200705:2210;0.0;0.0;0.0;19.58;0.97;0.0
20200705:2310;0.0;0.0;0.0;20.34;0.9;0.0
20200706:0010;0.0;0.0;0.0;20.25;0.76;0.0
20200706:0110;0.0;0.0;0.0;20.58;0.55;0.0
20200706:0210;0.0;0.0;0.0;20.55;0.28;0.0
20200706:0310;0.0;0.0;0.0;20.23;0.0;0.0
20200706:0410;2.34;11.16;2.81;19.79;0.21;0.0
20200706:0510;38.14;62.68;12.49;20.17;0.41;0.0
20200706:0610;95.18;164.46;22.79;22.09;0.55;0.0
20200706:0710;272.75;372.95;33.4;24.32;0.41;0.0
20200706:0810;445.72;588.84;44.0;25.13;0.62;0.0
20200706:0910;574.25;775.67;54.09;26.26;0.48;0.0
20200706:1010;655.68;913.42;62.68;27.3;0.28;0.0
20200706:1110;712.03;989.69;67.67;27.07;0.83;0.0
20200706:1210;709.79;972.16;66.49;27.19;1.45;0.0
20200706:1310;688.94;923.74;59.88;27.1;2.21;0.0
20200706:1410;604.01;789.41;50.58;25.71;2.48;0.0
20200706:1510;479.93;619.86;40.23;25.32;2.48;0.0
20200706:1610;307.91;407.06;29.59;24.57;2.48;0.0
20200706:1710;118.59;190.09;19.05;23.66;2.21;0.0
20200706:1810;24.78;45.5;8.94;22.55;1.79;0.0
20200706:1910;0.0;0.0;0.0;21.13;1.66;0.0
20200706:2010;0.0;0.0;0.0;20.62;1.24;0.0
20200706:2110;0.0;0.0;0.0;20.34;0.48;0.0
20200706:2210;0.0;0.0;0.0;19.23;1.1;0.0
20200706:2310;0.0;0.0;0.0;20.73;2.48;0.0
20200707:0010;0.0;0.0;0.0;20.92;3.31;0.0
20200707:0110;0.0;0.0;0.0;19.77;3.17;0.0
20200707:0210;0.0;0.0;0.0;18.82;2.9;0.0
20200707:0310;0.0;0.0;0.0;18.14;2.83;0.0
20200707:0410;1.53;9.44;2.71;17.72;2.62;0.0
20200707:0510;39.33;63.54;12.39;18.04;2.34;0.0
20200707:0610;96.74;164.59;22.69;18.76;2.28;0.0
20200707:0710;283.01;375.34;33.31;21.17;2.55;0.0
20200707:0810;301.49;384.63;43.9;21.46;2.48;0.0
20200707:0910;274.5;352.21;53.99;22.49;2.97;0.0
20200707:1010;465.67;594.32;62.58;23.02;3.1;0.0
20200707:1110;741.93;966.8;67.56;22.72;3.17;0.0
20200707:1210;765.13;1000.88;66.4;23.13;3.24;0.0
20200707:1310;726.9;945.69;59.82;23.62;3.31;0.0
20200707:1410;631.29;808.81;50.53;22.95;3.17;0.0
20200707:1510;493.97;627.99;40.19;22.87;2.97;0.0
20200707:1610;314.36;410.79;29.55;22.6;2.76;0.0
20200707:1710;120.41;191.93;19.01;22.16;2.41;0.0
20200707:1810;24.32;44.65;8.89;21.28;2.07;0.0
20200707:1910;0.0;0.0;0.0;20.14;1.93;0.0
20200707:2010;0.0;0.0;0.0;19.28;1.79;0.0
20200707:2110;0.0;0.0;0.0;18.13;1.59;0.0
20200707:2210;0.0;0.0;0.0;17.07;1.38;0.0
20200707:2310;0.0;0.0;0.0;17.45;1.31;0.0
20200708:0010;0.0;0.0;0.0;16.59;1.24;0.0
20200708:0110;0.0;0.0;0.0;15.98;1.31;0.0
20200708:0210;0.0;0.0;0.0;15.66;1.45;0.0
20200708:0310;0.0;0.0;0.0;15.29;1.52;0.0
20200708:0410;0.0;1.72;2.6;15.14;1.59;0.0
20200708:0510;39.06;62.68;12.29;15.84;1.66;0.0
20200708:0610;97.53;164.16;22.59;17.48;1.93;0.0
20200708:0710;283.62;373.43;33.21;19.21;2.21;0.0
20200708:0810;358.89;453.46;43.8;19.8;2.21;0.0
20200708:0910;411.25;523.48;53.88;21.49;2.14;0.0
20200708:1010;686.6;902.41;62.46;22.84;2.0;0.0
20200708:1110;736.92;982.15;67.45;23.09;1.86;0.0
20200708:1210;730.64;987.66;66.31;23.93;1.38;0.0
20200708:1310;684.93;929.17;59.75;24.45;0.9;0.0
20200708:1410;507.54;674.86;50.49;24.17;0.28;0.0
20200708:1510;468.04;617.12;40.15;24.31;0.41;0.0
20200708:1610;304.36;405.46;29.51;24.06;0.9;0.0
20200708:1710;120.28;191.46;18.97;23.34;0.97;0.0
20200708:1810;25.41;46.36;8.84;22.36;0.69;0.0
20200708:1910;0.0;0.0;0.0;20.71;0.76;0.0
20200708:2010;0.0;0.0;0.0;20.53;0.62;0.0
20200708:2110;0.0;0.0;0.0;20.51;0.55;0.0
20200708:2210;0.0;0.0;0.0;20.2;0.28;0.0
20200708:2310;0.0;0.0;0.0;20.9;0.28;0.0
20200709:0010;0.0;0.0;0.0;20.26;0.41;0.0
20200709:0110;0.0;0.0;0.0;20.0;0.34;0.0
20200709:0210;0.0;0.0;0.0;19.61;0.28;0.0
20200709:0310;0.0;0.0;0.0;19.04;0.48;0.0
20200709:0410;0.76;7.73;2.49;18.42;0.55;0.0
20200709:0510;37.9;61.82;12.19;18.05;0.69;0.0
20200709:0610;91.87;160.81;22.49;20.25;0.69;0.0
20200709:0710;277.23;373.84;33.11;22.05;1.03;0.0
20200709:0810;446.59;579.51;43.7;23.07;1.17;0.0
20200709:0910;593.47;786.77;53.77;24.48;1.03;0.0
20200709:1010;670.65;924.35;62.35;25.66;0.41;0.0
20200709:1110;708.81;985.56;67.33;25.53;0.48;0.0
20200709:1210;719.54;991.34;66.21;26.2;1.03;0.0
20200709:1310;694.72;937.34;59.68;26.27;1.66;0.0
20200709:1410;607.98;797.26;50.43;25.39;2.14;0.0
20200709:1510;483.44;625.16;40.1;25.02;2.21;0.0
20200709:1610;308.16;407.53;29.46;24.39;2.14;0.0
20200709:1710;119.28;190.42;18.92;23.53;1.93;0.0
20200709:1810;24.18;44.65;8.78;22.34;1.79;0.0
20200709:1910;0.0;0.0;0.0;20.12;1.72;0.0
20200709:2010;0.0;0.0;0.0;19.54;1.66;0.0
20200709:2110;0.0;0.0;0.0;18.82;1.66;0.0
20200709:2210;0.0;0.0;0.0;18.26;1.59;0.0
20200709:2310;0.0;0.0;0.0;18.98;1.52;0.0
20200710:0010;0.0;0.0;0.0;18.53;1.45;0.0
20200710:0110;0.0;0.0;0.0;18.03;1.45;0.0
20200710:0210;0.0;0.0;0.0;17.57;1.38;0.0
20200710:0310;0.0;0.0;0.0;17.16;1.24;0.0
20200710:0410;0.1;6.01;2.38;16.98;1.24;0.0
20200710:0510;38.64;62.68;12.08;17.85;1.17;0.0
20200710:0610;93.91;161.32;22.39;20.7;0.97;0.0
20200710:0710;272.41;366.79;33.0;22.56;1.31;0.0
20200710:0810;444.94;575.93;43.59;23.27;1.45;0.0
20200710:0910;578.91;758.88;53.66;24.4;1.59;0.0
20200710:1010;674.77;900.31;62.22;25.35;1.79;0.0
20200710:1110;720.69;963.99;67.2;24.96;2.07;0.0
20200710:1210;727.21;970.22;66.11;25.38;2.41;0.0
20200710:1310;688.65;906.1;59.6;25.36;2.83;0.0
20200710:1410;599.57;774.23;50.37;24.12;2.76;0.0
20200710:1510;463.04;591.6;40.05;23.64;2.69;0.0
20200710:1610;290.54;379.23;29.41;22.59;2.55;0.0
20200710:1710;118.61;178.22;18.86;21.7;2.48;0.0
20200710:1810;27.6;48.94;8.72;20.73;2.41;0.0
20200710:1910;0.0;0.0;0.0;19.04;2.48;0.0
20200710:2010;0.0;0.0;0.0;18.78;2.28;0.0
20200710:2110;0.0;0.0;0.0;18.24;2.0;0.0
20200710:2210;0.0;0.0;0.0;17.84;1.79;0.0
20200710:2310;0.0;0.0;0.0;18.94;1.59;0.0
20200711:0010;0.0;0.0;0.0;18.9;1.45;0.0
20200711:0110;0.0;0.0;0.0;18.73;1.38;0.0
20200711:0210;0.0;0.0;0.0;18.66;1.59;0.0
20200711:0310;0.0;0.0;0.0;18.48;1.52;0.0
20200711:0410;0.0;0.0;0.0;18.29;1.31;0.0
20200711:0510;41.17;66.11;11.96;18.58;0.62;0.0
20200711:0610;100.71;163.49;22.28;20.48;1.31;0.0
20200711:0710;268.28;357.83;32.9;21.15;1.38;0.0
20200711:0810;409.4;524.36;43.48;21.55;1.52;0.0
20200711:0910;490.16;630.92;53.55;22.51;1.72;0.0
20200711:1010;642.06;850.21;62.1;23.66;1.45;0.0
20200711:1110;671.81;903.13;67.07;23.79;1.1;0.0
20200711:1210;711.92;964.06;65.99;24.45;1.24;0.0
20200711:1310;647.99;863.39;59.52;24.59;1.45;0.0
20200711:1410;585.86;760.06;50.3;23.13;1.86;0.0
20200711:1510;425.37;546.43;39.99;22.92;1.59;0.0
20200711:1610;276.83;364.06;29.35;22.45;1.17;0.0
20200711:1710;117.96;183.05;18.8;22.07;1.38;0.0
20200711:1810;24.91;45.5;8.65;21.42;1.1;0.0
20200711:1910;0.0;0.0;0.0;21.32;0.83;0.0
20200711:2010;0.0;0.0;0.0;20.92;0.55;0.0
20200711:2110;0.0;0.0;0.0;20.41;0.62;0.0
20200711:2210;0.0;0.0;0.0;20.45;0.55;0.0
20200711:2310;0.0;0.0;0.0;19.9;0.76;0.0
20200712:0010;0.0;0.0;0.0;18.66;1.24;0.0
20200712:0110;0.0;0.0;0.0;18.82;1.38;0.0
20200712:0210;0.0;0.0;0.0;18.85;1.59;0.0
20200712:0310;0.0;0.0;0.0;18.84;1.86;0.0
20200712:0410;0.0;0.0;0.0;18.52;1.93;0.0
20200712:0510;2.36;11.16;11.85;18.56;2.07;0.0
20200712:0610;15.53;32.1;22.17;18.58;2.34;0.0
20200712:0710;63.2;93.54;32.79;19.37;2.97;0.0
20200712:0810;266.65;338.86;43.37;20.37;3.17;0.0
20200712:0910;335.08;424.74;53.43;21.71;3.31;0.0
20200712:1010;525.73;670.02;61.97;22.95;3.52;0.0
20200712:1110;741.75;966.29;66.93;23.03;3.31;0.0
20200712:1210;756.74;995.36;65.88;23.59;2.97;0.0
20200712:1310;709.39;931.32;59.43;24.22;2.76;0.0
20200712:1410;618.37;801.22;50.23;23.89;2.55;0.0
20200712:1510;488.17;626.09;39.93;23.96;2.55;0.0
20200712:1610;308.68;405.87;29.29;23.86;2.48;0.0
20200712:1710;120.58;191.07;18.73;23.28;2.28;0.0
20200712:1810;22.92;42.93;8.58;22.35;2.14;0.0
20200712:1910;0.0;0.0;0.0;21.34;1.86;0.0
20200712:2010;0.0;0.0;0.0;20.5;1.66;0.0
20200712:2110;0.0;0.0;0.0;19.37;1.52;0.0
20200712:2210;0.0;0.0;0.0;18.33;1.45;0.0
20200712:2310;0.0;0.0;0.0;18.77;1.31;0.0
20200713:0010;0.0;0.0;0.0;18.02;1.31;0.0
20200713:0110;0.0;0.0;0.0;17.4;1.52;0.0
20200713:0210;0.0;0.0;0.0;16.91;1.66;0.0
20200713:0310;0.0;0.0;0.0;16.51;1.86;0.0
20200713:0410;0.0;0.0;0.0;16.05;2.0;0.0
20200713:0510;25.55;45.5;11.73;16.78;2.07;0.0
20200713:0610;104.42;165.06;22.05;17.76;2.34;0.0
20200713:0710;267.71;350.29;32.67;19.26;2.21;0.0
20200713:0810;455.47;575.4;43.26;19.96;2.28;0.0
20200713:0910;598.44;763.05;53.3;20.89;2.41;0.0
20200713:1010;703.62;915.32;61.83;22.11;2.48;0.0
20200713:1110;656.67;854.71;66.79;22.17;2.34;0.0
20200713:1210;606.3;787.64;65.75;22.89;2.34;0.0
20200713:1310;622.7;812.33;59.33;23.39;2.21;0.0
20200713:1410;561.6;724.93;50.15;22.93;2.07;0.0
20200713:1510;450.73;576.75;39.86;22.86;2.07;0.0
20200713:1610;298.59;390.68;29.22;22.64;2.14;0.0
20200713:1710;120.13;186.02;18.66;22.26;2.28;0.0
20200713:1810;25.59;46.36;8.5;21.37;2.48;0.0
20200713:1910;0.0;0.0;0.0;20.33;1.59;0.0
20200713:2010;0.0;0.0;0.0;19.86;1.66;0.0
20200713:2110;0.0;0.0;0.0;18.89;1.52;0.0
20200713:2210;0.0;0.0;0.0;17.9;1.52;0.0
20200713:2310;0.0;0.0;0.0;18.32;1.38;0.0
20200714:0010;0.0;0.0;0.0;17.71;1.31;0.0
20200714:0110;0.0;0.0;0.0;17.41;1.31;0.0
20200714:0210;0.0;0.0;0.0;16.86;1.24;0.0
20200714:0310;0.0;0.0;0.0;16.41;1.17;0.0
20200714:0410;0.0;0.0;0.0;15.8;1.03;0.0
20200714:0510;43.66;68.69;11.61;16.63;1.03;0.0
20200714:0610;114.87;162.12;21.94;18.01;1.31;0.0
20200714:0710;277.5;367.65;32.56;18.95;1.31;0.0
20200714:0810;286.36;363.77;43.14;18.87;1.38;0.0
20200714:0910;581.78;748.51;53.18;20.28;1.45;0.0
20200714:1010;682.49;891.99;61.69;21.07;1.72;0.0
20200714:1110;623.71;812.31;66.64;21.28;1.72;0.0
20200714:1210;739.13;985.03;65.62;22.0;1.59;0.0
20200714:1310;647.69;854.94;59.23;22.71;1.45;0.0
20200714:1410;570.19;740.74;50.07;21.93;1.31;0.0
20200714:1510;373.19;477.5;39.78;21.8;1.38;0.0
20200714:1610;98.95;138.51;29.15;21.43;1.17;0.0
20200714:1710;112.46;165.05;18.58;21.19;0.9;0.0
20200714:1810;23.74;43.79;8.42;20.65;0.83;0.0
20200714:1910;0.0;0.0;0.0;19.54;1.1;0.0
20200714:2010;0.0;0.0;0.0;18.72;1.03;0.0
20200714:2110;0.0;0.0;0.0;17.88;1.1;0.0
20200714:2210;0.0;0.0;0.0;17.05;1.24;0.0
20200714:2310;0.0;0.0;0.0;17.27;1.24;0.0
20200715:0010;0.0;0.0;0.0;16.56;1.1;0.0
20200715:0110;0.0;0.0;0.0;16.27;1.03;0.0
20200715:0210;0.0;0.0;0.0;15.69;1.1;0.0
20200715:0310;0.0;0.0;0.0;15.29;1.17;0.0
20200715:0410;0.0;0.0;0.0;14.95;1.1;0.0
20200715:0510;24.36;43.79;11.48;15.74;0.9;0.0
20200715:0610;82.7;117.6;21.82;18.05;0.83;0.0
20200715:0710;138.79;185.52;32.44;19.14;0.9;0.0
20200715:0810;371.31;473.13;43.02;19.32;0.9;0.0
20200715:0910;577.35;754.02;53.05;20.55;0.62;0.0
20200715:1010;486.59;637.94;61.55;21.71;0.34;0.0
20200715:1110;574.01;757.14;66.48;21.78;0.76;0.0
20200715:1210;591.37;770.93;65.48;22.07;1.66;0.0
20200715:1310;438.63;562.48;59.12;22.24;1.86;0.0
20200715:1410;134.78;181.58;49.98;21.52;2.28;0.0
20200715:1510;185.77;242.25;39.7;20.53;2.0;0.0
20200715:1610;289.37;373.94;29.07;20.26;2.14;0.0
20200715:1710;120.46;184.86;18.5;19.87;1.86;0.0
20200715:1810;23.3;42.93;8.33;19.17;1.59;0.0
20200715:1910;0.0;0.0;0.0;18.57;1.24;0.0
20200715:2010;0.0;0.0;0.0;18.35;1.17;0.0
20200715:2110;0.0;0.0;0.0;17.26;1.03;0.0
20200715:2210;0.0;0.0;0.0;17.05;0.76;0.0
20200715:2310;0.0;0.0;0.0;18.73;0.41;0.0
20200716:0010;0.0;0.0;0.0;18.3;0.41;0.0
20200716:0110;0.0;0.0;0.0;18.07;0.21;0.0
20200716:0210;0.0;0.0;0.0;17.97;0.0;0.0
20200716:0310;0.0;0.0;0.0;17.76;0.0;0.0
20200716:0410;0.0;0.0;0.0;17.41;0.0;0.0
20200716:0510;38.62;62.68;11.36;17.6;0.07;0.0
20200716:0610;93.86;157.77;21.69;18.61;0.07;0.0
20200716:0710;268.9;362.23;32.32;20.18;0.0;0.0
20200716:0810;445.35;577.75;42.89;20.59;0.28;0.0
20200716:0910;582.68;769.1;52.91;21.61;0.41;0.0
20200716:1010;652.72;879.09;61.4;22.86;0.55;0.0
20200716:1110;582.92;773.88;66.32;22.74;0.76;0.0
20200716:1210;417.94;542.81;65.33;23.24;1.17;0.0
20200716:1310;697.39;929.42;59.01;22.75;1.31;0.0
20200716:1410;613.59;794.61;49.88;22.02;1.79;0.0
20200716:1510;486.3;620.6;39.61;21.57;1.79;0.0
20200716:1610;308.08;401.21;28.98;21.19;1.86;0.0
20200716:1710;120.25;188.0;18.41;20.6;1.86;0.0
20200716:1810;20.71;39.49;8.23;19.83;1.86;0.0
20200716:1910;0.0;0.0;0.0;18.64;2.07;0.0
20200716:2010;0.0;0.0;0.0;18.42;1.86;0.0
20200716:2110;0.0;0.0;0.0;17.79;1.79;0.0
20200716:2210;0.0;0.0;0.0;17.41;1.72;0.0
20200716:2310;0.0;0.0;0.0;18.36;1.52;0.0
20200717:0010;0.0;0.0;0.0;18.16;1.38;0.0
20200717:0110;0.0;0.0;0.0;18.16;1.17;0.0
20200717:0210;0.0;0.0;0.0;17.76;1.03;0.0
20200717:0310;0.0;0.0;0.0;17.25;0.9;0.0
20200717:0410;0.0;0.0;0.0;17.25;0.69;0.0
20200717:0510;35.83;59.24;11.23;18.27;0.34;0.0
20200717:0610;81.48;149.85;21.57;19.14;0.07;0.0
20200717:0710;185.79;246.09;32.19;21.05;0.69;0.0
20200717:0810;435.47;569.36;42.77;21.85;0.14;0.0
20200717:0910;520.46;680.76;52.78;22.74;0.83;0.0
20200717:1010;673.05;896.52;61.24;23.2;1.24;0.0
20200717:1110;711.29;956.67;66.16;22.65;1.1;0.0
20200717:1210;705.24;956.91;65.18;23.44;0.9;0.0
20200717:1310;605.43;810.22;58.88;23.13;0.55;0.0
20200717:1410;589.99;787.38;49.78;22.78;0.28;0.0
20200717:1510;463.36;607.49;39.52;22.8;0.21;0.0
20200717:1610;297.66;393.64;28.89;22.19;0.48;0.0
20200717:1710;117.62;182.72;18.32;21.94;1.24;0.0
20200717:1810;24.34;44.65;8.13;21.01;1.24;0.0
20200717:1910;0.0;0.0;0.0;20.33;0.76;0.0
20200717:2010;0.0;0.0;0.0;20.64;0.21;0.0
20200717:2110;0.0;0.0;0.0;20.11;0.28;0.0
20200717:2210;0.0;0.0;0.0;18.87;0.76;0.0
20200717:2310;0.0;0.0;0.0;19.38;0.69;0.0
20200718:0010;0.0;0.0;0.0;18.66;0.76;0.0
20200718:0110;0.0;0.0;0.0;17.28;1.03;0.0
20200718:0210;0.0;0.0;0.0;16.82;1.1;0.0
20200718:0310;0.0;0.0;0.0;16.2;1.24;0.0
20200718:0410;0.0;0.0;0.0;16.02;1.31;0.0
20200718:0510;35.42;58.38;11.09;17.11;1.31;0.0
20200718:0610;65.78;96.59;21.44;18.32;1.59;0.0
20200718:0710;44.75;70.61;32.07;18.78;1.45;0.0
20200718:0810;78.96;112.8;42.64;19.08;1.66;0.0
20200718:0910;120.99;164.16;52.64;19.93;1.31;0.0
20200718:1010;207.97;271.83;61.09;21.21;0.83;0.0
20200718:1110;383.73;493.85;65.98;21.01;0.9;0.0
20200718:1210;501.02;650.78;65.02;21.94;1.17;0.0
20200718:1310;347.02;448.17;58.75;22.37;1.03;0.0
20200718:1410;563.93;743.21;49.67;21.92;0.48;0.0
20200718:1510;377.45;489.27;39.42;21.75;0.21;0.0
20200718:1610;309.59;406.53;28.79;21.29;0.83;0.0
20200718:1710;119.57;182.41;18.22;21.13;1.24;0.0
20200718:1810;22.51;42.07;8.02;20.43;1.24;0.0
20200718:1910;0.0;0.0;0.0;19.73;0.9;0.0
20200718:2010;0.0;0.0;0.0;18.78;1.03;0.0
20200718:2110;0.0;0.0;0.0;17.83;1.17;0.0
20200718:2210;0.0;0.0;0.0;17.04;1.1;0.0
20200718:2310;0.0;0.0;0.0;17.65;1.03;0.0
20200719:0010;0.0;0.0;0.0;17.57;0.9;0.0
20200719:0110;0.0;0.0;0.0;17.81;0.83;0.0
20200719:0210;0.0;0.0;0.0;18.06;0.76;0.0
20200719:0310;0.0;0.0;0.0;18.38;0.69;0.0
20200719:0410;0.0;0.0;0.0;18.28;0.48;0.0
20200719:0510;34.4;57.52;10.96;18.75;0.14;0.0
20200719:0610;89.84;154.49;21.31;19.53;0.21;0.0
20200719:0710;269.11;363.36;31.94;21.6;0.62;0.0
20200719:0810;444.43;579.39;42.5;21.77;0.34;0.0
20200719:0910;579.56;773.58;52.5;22.82;0.21;0.0
20200719:1010;634.95;849.65;60.92;23.61;0.9;0.0
20200719:1110;600.46;790.92;65.81;23.14;1.45;0.0
20200719:1210;718.34;950.38;64.86;23.14;2.14;0.0
20200719:1310;696.48;909.04;58.62;23.27;2.69;0.0
