time;Potenza [kW]
5115;1591.44995
5116;1572.1
5117;1605.79995
5118;1714.04995
5119;1920.05
5120;2166.00005
5121;2365.1
5122;2411.44995
5123;2409.55
5124;2377.25
5125;2401.05
5126;2429.05
5127;2390.24995
5128;2346.45005
5129;2364.74995
5130;2248.79995
5131;2152.65
5132;2092.85005
5133;2079.34995
5134;1931.55
5135;1788.5
5136;1658.05005
5137;1536.5
5138;1486.55
5139;1422.84995
5140;1397.9
5141;1404.14995
5142;1386.5
5143;1463.9
5144;1606.4
5145;1737.6
5146;1814.74995
5147;1816.8
5148;1817
5149;1791.75
5150;1752.8
5151;1741.1
5152;1755.44995
5153;1787.7
5154;1825.1
5155;1852.50005
5156;1826.3
5157;1831.14995
5158;1720.04995
5159;1599.35
5160;1484.65005
5161;1379.6
5162;1306.19995
5163;1268.1
5164;1246.9
5165;1245.34995
5166;1211.99995
5167;1226.79995
5168;1323.85
5169;1410.9
5170;1489.80005
5171;1519.35
5172;1532.30005
5173;1537.30005
5174;1516.29995
5175;1519.75
5176;1530.4499
5177;1586.00005
5178;1625.3
5179;1659.25005
5180;1693.35
5181;1775.99995
5182;1694.55
5183;1577.59995
5184;1438.65
5185;1358
5186;1283.9
5187;1255.25005
5188;1251.20005
5189;1300.60005
5190;1412.19995
5191;1587.75
5192;1842.95005
5193;2022.25
5194;2088.7
5195;2133.10005
5196;2125.9
5197;2117.65
5198;2155.40005
5199;2168.85005
5200;2182.40005
5201;2180.25
5202;2135.54995
5203;2104.45
5204;2063.20005
5205;2090.6
5206;1936.94995
5207;1794.35005
5208;1634.35
5209;1516.8
5210;1434.6
5211;1392.34995
5212;1379.75
5213;1419.75
5214;1513.49995
5215;1670.35
5216;1905.40005
5217;2086.40005
5218;2151.3499
5219;2192.60005
5220;2190.65
5221;2176.05005
5222;2201.40005
5223;2220.95
5224;2203.60005
5225;2213.25
5226;2182.64995
5227;2146
5228;2107
5229;2108.05005
5230;1932.8
5231;1779.24995
5232;1623.84995
5233;1495.44995
5234;1414.94995
5235;1383.75
5236;1338.29995
5237;1386.05005
5238;1477.25005
5239;1636.45
5240;1866.95
5241;2059.5
5242;2121.55
5243;2151.9
5244;2159.55
5245;2163.35005
5246;2174.8
5247;2165.1
5248;2180.6
5249;2185.5
5250;2130.94995
5251;2087.60005
5252;2049.05
5253;2041.04995
5254;1874.24995
5255;1726.09995
5256;1579.99995
5257;1468.55005
5258;1398.95
5259;1354.15
5260;1351.69995
5261;1373.9
5262;1467.80005
5263;1627.05
5264;1825.84995
5265;2006.2
5266;2078.3
5267;2130.7
5268;2126.85
5269;2130.90005
5270;2135.4
5271;2198.1001
5272;2174.39995
5273;2175.6
5274;2158.84995
5275;2137.20005
5276;2108
5277;2111.59995
5278;1960.85
5279;1812.75005
5280;1653.15
5281;1529.3
5282;1446.90005
5283;1402.1501
5284;1382.55
5285;1402.15005
5286;1485.59995
5287;1624.50005
5288;1832.35005
5289;2004.95
5290;2077.95
5291;2122.09995
5292;2131.3
5293;2109.65
5294;2126.90005
5295;2115.44995
5296;2156.79995
5297;2151.3
5298;2140.65
5299;2118.85
5300;2101.9
5301;2110.30005
5302;1960.7
5303;1809.70005
5304;1664.7
5305;1528.7
5306;1453.3
5307;1403.7
5308;1366.64995
5309;1378.05
5310;1377.4
5311;1438.94995
5312;1574.10005
5313;1699.45
5314;1788.15005
5315;1823.55
5316;1863.85005
5317;1867.45005
5318;1868.30005
5319;1879.9
5320;1877.1
5321;1909.74995
5322;1953.4
5323;1966.09995
5324;1956.99995
5325;1963.14995
5326;1822.6
5327;1704
5328;1566.5
5329;1465.75
5330;1375.20005
5331;1329.2
5332;1297.80005
5333;1293.7
5334;1266.29995
5335;1268.9
5336;1365.94995
5337;1467.95
5338;1568.4
5339;1617.6
5340;1705.00005
5341;1719.85
5342;1717.90005
5343;1722.35
5344;1733.59995
5345;1752.05005
5346;1771.55005
5347;1814.4999
5348;1852.85
5349;1925.05
5350;1826.09995
5351;1689.05
5352;1548.45
5353;1442.25
5354;1369.34995
5355;1314.1999
5356;1294.19995
5357;1312.7
5358;1353.80005
5359;1426.8
5360;1601.24995
5361;1742.5
5362;1810.04995
5363;1895.89995
5364;1927.7
5365;2004.90005
5366;1961.75
5367;1987.05
5368;2013.9
5369;2056.10005
5370;1985.59995
5371;1968.40005
5372;1953.50005
5373;1969.99995
5374;1818.55
5375;1673.95
5376;1553.15
5377;1418.45
5378;1338.4
5379;1291.75
5380;1268.7
5381;1282.75
5382;1323.79995
5383;1380.45
5384;1552.20005
5385;1697.20005
5386;1750.50005
5387;1796.65005
5388;1851.2499
5389;1876
5390;1911.14995
5391;1933.44995
5392;1894.95
5393;1875.29995
5394;1872.10005
5395;1875.5
5396;1881.99995
5397;1892.50005
5398;1761.15
5399;1632.59995
5400;1481.5499
5401;1375.05005
5402;1300.55
5403;1247.95
5404;1227.35
5405;1237.55
5406;1305.7
5407;1349.69995
5408;1500.1
5409;1627.80005
5410;1666.35005
5411;1664.2
5412;1667.05
5413;1679.6
5414;1657.7
5415;1642.35
5416;1670.95
5417;1695.65005
5418;1689.14995
5419;1698.9
5420;1707.90005
5421;1713.7
5422;1576.7
5423;1444.75
5424;1335.3
5425;1229.34995
5426;1162.24995
5427;1137.1
5428;1115.75005
5429;1129.74995
5430;1135.45
5431;1123.50005
5432;1206.95
5433;1290.2
5434;1328
5435;1329.65005
5436;1336.25
5437;1326.05
5438;1287.39995
5439;1293.3
5440;1315.5
5441;1339.35
5442;1375.19995
5443;1413.35
5444;1484.24995
5445;1558.09995
5446;1468
5447;1374.65
5448;1262.50005
5449;1173.90005
5450;1117.75
5451;1084.65
5452;1076.54995
5453;1099.44995
5454;1149.29995
5455;1200.1
5456;1317.84995
5457;1453.40005
5458;1484.05
5459;1507.9
5460;1535.00005
5461;1534.05
5462;1528.15
5463;1535.6
5464;1556.3
5465;1588.15
5466;1596.45005
5467;1633.4
5468;1671.29995
5469;1696.60005
5470;1564.6
5471;1448.95
5472;1340.04995
5473;1237.14995
5474;1172.0499
5475;1142.65
5476;1123.9
5477;1141.4
5478;1184.9501
5479;1196.7
5480;1292.99995
5481;1391.35
5482;1446.6
5483;1454.99995
5484;1475.39995
5485;1492.45
5486;1475.65005
5487;1462.60005
5488;1484.69995
5489;1527.5
5490;1555.25005
5491;1596.8
5492;1644.25005
5493;1662.54995
5494;1541.9
5495;1441.35
5496;1327.60005
5497;1235.04995
5498;1160.05
5499;1125.55
5500;1105.3
5501;1115.85
5502;1117.2
5503;1111.15
5504;1205.45
5505;1310.75
5506;1379.75
5507;1412.64995
5508;1437.8
5509;1428.19995
5510;1401.6
5511;1438.5
5512;1426
5513;1466.25005
5514;1525.65005
5515;1546.95005
5516;1618.05
5517;1665.55005
5518;1559.39995
5519;1453.2
5520;1333.69995
5521;1243.6
5522;1186.4
5523;1157.2
5524;1148.6
5525;1189.20005
5526;1296.65
5527;1380.55
5528;1577.19995
5529;1736.1
5530;1811.8
5531;1837.70005
5532;1874.95005
5533;1880.95005
5534;1870.25005
5535;1892.35
5536;1910.6
5537;1915.65
5538;1910
5539;1912.04995
5540;1961.1
5541;1945.35
5542;1793.75
5543;1650.8
5544;1504.05
5545;1417.99995
5546;1356.65005
5547;1322.64995
5548;1292.25
5549;1308.50005
5550;1399.74995
5551;1497.54995
5552;1680.65
5553;1854.25005
5554;1901.3
5555;1967.05
5556;1979.04995
5557;1985.35005
5558;2024.09995
5559;2010.54995
5560;2020.65
5561;2005.25005
5562;2016.84995
5563;2012
5564;2054.24995
5565;2011.74995
5566;1843.45
5567;1704.05
5568;1558.74995
5569;1444.9
5570;1394.3
5571;1345.4
5572;1324.95
5573;1357.55005
5574;1447.0999
5575;1528.7
5576;1700.59995
5577;1858.95
5578;1928.4
5579;1977.75
5580;1999.6
5581;1996.2
5582;2002.40005
5583;2010.3
5584;2035
5585;2048.1
5586;2035.60005
5587;2026.44995
5588;2052.3
5589;2020.14995
5590;1860.8
5591;1720.00005
5592;1571.2
5593;1475.55005
5594;1391.3
5595;1358.75005
5596;1343.34995
5597;1372.8
5598;1481.40005
5599;1552.9
5600;1720.35
5601;1889.45005
5602;1946.3
5603;1965.55005
5604;1946.09995
5605;1967.7
5606;1986.9
5607;2040.55
5608;2047.89995
5609;2038.85
5610;1996.65005
5611;1975.69995
5612;2031.15
5613;1988.85
5614;1827
5615;1687.65
5616;1561.05
5617;1446.6001
5618;1392.95
5619;1360.55
5620;1348.14995
5621;1362.60005
5622;1481.55
5623;1566.95
5624;1740.19995
5625;1872.29995
5626;1958.00005
5627;2029.95
5628;2062.05005
5629;2049.59995
5630;2025.9
5631;1996.95
5632;2018.5
5633;2030.6
5634;1928.2
5635;1960.15
5636;1979.75005
5637;1920.9
5638;1770.45
5639;1660.39995
5640;1538.4
5641;1433.6
5642;1348.1
5643;1303.85
5644;1289.00005
5645;1306.95
5646;1365.8
5647;1387.5
5648;1515.49995
5649;1635.45005
5650;1709.44995
5651;1715.90005
5652;1736.05
5653;1730.44995
5654;1694.14995
5655;1735.4999
5656;1752.7
5657;1773.5
5658;1810
5659;1833.50005
5660;1878.80005
5661;1818.8
5662;1679.65005
5663;1572.19995
5664;1455.54995
5665;1361.59995
5666;1286.7
5667;1259.55
5668;1242.0999
5669;1247.49995
5670;1256.30005
5671;1229.35
5672;1307.05005
5673;1419.1
5674;1530.95
5675;1568.15
5676;1621.54995
5677;1606.15005
5678;1604.14995
5679;1627.60005
5680;1623.00005
5681;1636.55
5682;1661.59995
5683;1698.45005
5684;1796.45
5685;1799.45
5686;1678.80005
5687;1574.6
5688;1445.05005
5689;1349.85
5690;1285.24995
5691;1247
5692;1261.15
5693;1315.15005
5694;1512.1
5695;1668.95005
5696;1927.20005
5697;2120.1
5698;2194.79995
5699;2248.80005
5700;2250.6
5701;2253.75
5702;2328.75
5703;2368.34995
5704;2394.85
5705;2377.24995
5706;2313.79995
5707;2260.79995
5708;2295.79995
5709;2236.00005
5710;2022.04995
5711;1874.75
5712;1722.60005
5713;1596.55005
5714;1534.75
5715;1503.75005
5716;1489.29995
5717;1527.30005
5718;1663.69995
5719;1809.3
5720;2078.5
5721;2277.4
5722;2334.20005
5723;2382.59995
5724;2391.35
5725;2362.55
5726;2427.24995
5727;2463.59995
5728;2479.60005
5729;2475.15005
5730;2394.95
5731;2363.89995
5732;2422.99995
5733;2326.25
5734;2128.25
5735;1970.2501
5736;1808.65
5737;1690.55
5738;1609.85
5739;1579.44995
5740;1571.2
5741;1607.75
5742;1755.04995
5743;1909.29995
5744;2194.50005
5745;2378.45005
5746;2440.0999
5747;2472.65005
5748;2434.95
5749;2401.49995
5750;2510.2
5751;2499.8
5752;2512.7
5753;2440.4
5754;2334.35
5755;2313.55
5756;2353.95
5757;2247.9
5758;2074.8
5759;1929.34995
5760;1786.75005
5761;1650.30005
5762;1592.4
5763;1570.95005
5764;1557.50005
5765;1584.55
5766;1724.40005
5767;1873.05
5768;2163.99995
5769;2329.4
5770;2402.1
5771;2432.9
5772;2413.15
5773;2413.05005
5774;2473.8
5775;2517.95
5776;2517
5777;2468.99995
5778;2389.10005
5779;2354.65
5780;2418.14995
5781;2314.25
5782;2127.70005
5783;1981.95
5784;1828.3
5785;1713.70005
5786;1629.29995
5787;1584.5
5788;1579.00005
5789;1613.69995
5790;1758.69995
5791;1897.4
5792;2160.59995
5793;2365.35
5794;2437
5795;2459.55
5796;2444.75005
5797;2450.65005
5798;2479.54995
5799;2513.95
5800;2538.8
5801;2475.45005
5802;2406.19995
5803;2352.65
5804;2395.55
5805;2286.85
5806;2105
5807;1957.6
5808;1816.00005
5809;1687.19995
5810;1600.55
5811;1550.15
5812;1528.15
5813;1521.34995
5814;1557
5815;1591.55
5816;1729.49995
5817;1869.15
5818;1944.00005
5819;1976.15
5820;1958.84995
5821;1955.45
5822;1980.20005
5823;1948.00005
5824;1977.2
5825;1946.05
5826;1965.2
5827;1975.05
5828;2052.6
5829;1934.05005
5830;1811.50005
5831;1686.45
5832;1598.49995
5833;1496.79995
5834;1433.15005
5835;1382.00005
5836;1368.64995
5837;1359.4
5838;1381.25005
5839;1353.55
5840;1431.55
5841;1541.94995
5842;1593.75
5843;1642.44995
5844;1739.95
5845;1743.50005
5846;1685.05
5847;1730.04995
5848;1745.5
5849;1779.00005
5850;1794.2
5851;1843.25
5852;1948.2
5853;1917.2
5854;1798.70005
5855;1667.45
5856;1536.40005
5857;1431.5
5858;1364.60005
5859;1341.9
5860;1354.34995
5861;1419.1
5862;1633.35
5863;1852.89995
5864;2175.10005
5865;2393.5
5866;2449.95
5867;2478.85005
5868;2403.04995
5869;2414.74995
5870;2434.45005
5871;2468.4
5872;2512.65
5873;2421.4
5874;2349.94995
5875;2301.89995
5876;2350.15005
5877;2247.60005
5878;2058.19995
5879;1907.65
5880;1740.94995
5881;1644.90005
5882;1568.89995
5883;1533.7
5884;1527.05
5885;1579.99995
5886;1767.55005
5887;1918.45
5888;2245.55
5889;2411.45
5890;2476.05
5891;2498.55
5892;2437.9
5893;2372.34995
5894;2447.1
5895;2501.15005
5896;2483.55
5897;2422.25
5898;2336.8
5899;2294.8499
5900;2348.15
5901;2210.89995
5902;2004.55
5903;1820.10005
5904;1685.65
5905;1571.74995
5906;1486.35
5907;1468.8
5908;1465.8
5909;1511.7
5910;1704.45
5911;1874.35005
5912;2166.5
5913;2330.39995
5914;2359.7
5915;2373.65
5916;2307.69995
5917;2288.9
5918;2385.25
5919;2390.3
5920;2410.7
5921;2365.55
5922;2299.70005
5923;2292.3
5924;2368.3
5925;2225.45
5926;2013.00005
5927;1858.5
5928;1692.7
5929;1609.9
5930;1545.45005
5931;1509.15
5932;1508.7
5933;1555.05
5934;1743.25
5935;1931.80005
5936;2215.95
5937;2368.10005
5938;2411.74995
5939;2417.09995
5940;2333.44995
5941;2307.55
5942;2386.75
5943;2453.29995
5944;2459.25
5945;2428.39995
5946;2330.15005
5947;2310.25005
5948;2371.8
5949;2215.75
5950;2005.35005
5951;1873.34995
5952;1726.09995
5953;1617.9
5954;1544.40005
5955;1516.04995
5956;1512.4
5957;1557.74995
5958;1733.75
5959;1914.69995
5960;2204.89995
5961;2387.15
5962;2462.1
5963;2447.60005
5964;2366.79995
5965;2334.25
5966;2314.65
5967;2330
5968;2354.45005
5969;2308.3
5970;2184.9
5971;2156.85005
5972;2230.20005
5973;2062.84995
5974;1867.55005
5975;1737.79995
5976;1594.05005
5977;1516.59995
5978;1444.25
5979;1399.55
5980;1384.94995
5981;1381.55
5982;1440.7
5983;1499.80005
5984;1649.40005
5985;1774.5
5986;1833.04995
5987;1828.6
5988;1774.20005
5989;1675.05
5990;1660.6
5991;1647.34995
5992;1668.7
5993;1706.69995
5994;1713.74995
5995;1768.60005
5996;1867.10005
5997;1741.60005
5998;1622.75
5999;1511.4
6000;1407.95
6001;1301.8
6002;1243.29995
6003;1205.7
6004;1182.5
6005;1195.85
6006;1232.64995
6007;1221.55
6008;1292.55
6009;1363.60005
6010;1439.15
6011;1476.7
6012;1522.99995
6013;1452.70005
6014;1443.15
6015;1464.59995
6016;1449.95
6017;1452.75
6018;1466.95005
6019;1553.69995
6020;1702.6
6021;1615.15
6022;1517.4
6023;1406.65
6024;1299.8
6025;1204.70005
6026;1160.5
6027;1143.34995
6028;1161.45
6029;1229.1
6030;1465.65
6031;1714.5
6032;2021.40005
6033;2158.15
6034;2170.14995
6035;2194.5
6036;2138.8
6037;2129.50005
6038;2169.70005
6039;2181.05
6040;2186.35
6041;2130.95
6042;2062.6
6043;2078.04995
6044;2206
6045;2051.3
6046;1846.75
6047;1703.35
6048;1568.04995
6049;1484.75
6050;1418.65
6051;1392.5
6052;1387.80005
6053;1429
6054;1623.79995
6055;1821.1
6056;2098.45
6057;2250.84995
6058;2277.2
6059;2290.45
6060;2207.9
6061;2160.35005
6062;2245.69995
6063;2233.35005
6064;2281.74995
6065;2253.65
6066;2186.55
6067;2168.24995
6068;2256.04995
6069;2117.85005
6070;1908.5
6071;1759.9
6072;1616.50005
6073;1518.25
6074;1448.80005
6075;1420.15
6076;1406.64995
6077;1457.84995
6078;1659.1
6079;1856
6080;2128.75
6081;2252.5
6082;2276.45
6083;2311.05
6084;2211.9
6085;2184.55
6086;2254.4
6087;2309.3
6088;2309.49995
6089;2303.04995
6090;2210.25
6091;2221.79995
6092;2326.7
6093;2162.65
6094;1940.80005
6095;1776.1
6096;1619.95
6097;1536.2
6098;1487.55
6099;1465.99995
6100;1432.84995
6101;1495.40005
6102;1683.6
6103;1885.05
6104;2160.54995
6105;2280.30005
6106;2281.5
6107;2320.3
6108;2247.75
6109;2208.65
6110;2270.70005
6111;2310.59995
6112;2328.64995
6113;2320.75005
6114;2237.6
6115;2244.45
6116;2332.5
6117;2162.25
6118;1936.5
6119;1784.2
6120;1632.15
6121;1523.59995
6122;1464.84995
6123;1458.39995
6124;1458.5
6125;1512.14995
6126;1693.70005
6127;1891.74995
6128;2169.75
6129;2319.55
6130;2340.55005
6131;2347.50005
6132;2290.14995
6133;2243.9
6134;2297.85
6135;2332.8
6136;2347.65005
6137;2328.44995
6138;2257.89995
6139;2251.74995
6140;2328.4
6141;2128.04995
6142;1921.59995
6143;1787.35
6144;1621.2
6145;1501.25005
6146;1429.75
6147;1403.35
6148;1372.20005
6149;1384.25
6150;1458.45
6151;1523.29995
6152;1672.19995
6153;1802.85005
6154;1854.95
6155;1821.85005
6156;1792.8
6157;1721.50005
6158;1675.2
6159;1670.35
6160;1693.35
6161;1742.1
6162;1770.00005
6163;1828.29995
6164;1943.85005
6165;1772.3
6166;1640.8
6167;1524.30005
6168;1410.45005
6169;1319.75
6170;1256.3499
6171;1219.84995
6172;1208.24995
6173;1216.05
6174;1242.55
6175;1245.85
6176;1327.14995
6177;1454.85
6178;1514.85
6179;1525.55
6180;1566.19995
6181;1523.85
6182;1478.84995
6183;1498.1
6184;1493.9
6185;1544.64995
6186;1591.7
6187;1681.0999
6188;1830
6189;1737.34995
6190;1613.25
6191;1490.44995
6192;1367.5
6193;1284.4
6194;1225.3499
6195;1223.5
6196;1241.04995
6197;1312.95005
6198;1565.25005
6199;1812.2
6200;2101.39995
6201;2238.00005
6202;2283.45
6203;2300.35
6204;2251.70005
6205;2213.35
6206;2305.95
6207;2359.25
6208;2377.55
6209;2351.8
6210;2260.45
6211;2254.1
6212;2341.4
6213;2178.3
6214;1963.05
6215;1791.75
6216;1629.55
6217;1537.95005
6218;1480.65005
6219;1442.4
6220;1435.15
6221;1477.2
6222;1686.55
6223;1907.45
6224;2190.4
6225;2313.1
6226;2354.55
6227;2354.55
6228;2314.3
6229;2289.75005
6230;2344.70005
6231;2382.3
6232;2394.8001
6233;2371.84995
6234;2291.75
6235;2305.85
6236;2363.35
6237;2189.4
6238;1983.15
6239;1807.35005
6240;1659.8
6241;1556.75005
6242;1483.90005
6243;1460.35
6244;1466.64995
6245;1519.25
6246;1729.15
6247;1953.1
6248;2210.7501
6249;2369.45
6250;2388.00005
6251;2380.54995
6252;2325.99995
6253;2296.05
6254;2347.90005
6255;2398.2
6256;2445.6
6257;2400.35
6258;2322.15
6259;2363.69995
6260;2367.65
6261;2169.5
6262;1974.6
6263;1815.39995
6264;1658.1
6265;1560.10005
6266;1493.95005
6267;1476.25
6268;1472.74995
6269;1512.95
6270;1705.54995
6271;1966.2501
6272;2220.30005
6273;2348.8
6274;2358.6001
6275;2403.90005
6276;2305.05
6277;2239.5
6278;2268.94995
6279;2328.5
6280;2320.05
6281;2301.55
6282;2205.45
6283;2218.44995
6284;2272.8001
6285;2090.20005
6286;1895.8
6287;1750.9
6288;1602.4
6289;1489.5501
6290;1434.65
6291;1404.69995
6292;1393.94995
6293;1450.2
6294;1647.35
6295;1907.55
6296;2154.95
6297;2295.35
6298;2275.5
6299;2279.59995
6300;2156.7
6301;2098.85005
6302;2150.00005
6303;2168.9
6304;2160.35
6305;2158.15
6306;2090.45
6307;2132.65
6308;2203.15005
6309;2021.85
6310;1823.7
6311;1657.6
6312;1525.4499
6313;1420.45
6314;1345.94995
6315;1323.4
6316;1314.25
6317;1324
6318;1409.10005
6319;1495.2
6320;1635.5
6321;1744.1
6322;1774.05
6323;1740.10005
6324;1679.79995
6325;1639.45005
6326;1573.35
6327;1564.00005
6328;1550.79995
6329;1639.55
6330;1668.85
6331;1777.45005
6332;1829.45
6333;1697.74995
6334;1571.15
6335;1471.65
6336;1359.85
6337;1269.79995
6338;1205.25
6339;1163.05
6340;1145.95
6341;1154.85
6342;1188.39995
6343;1215.55005
6344;1280.65005
6345;1379.55
6346;1450.99995
6347;1496.60005
6348;1507.25
6349;1490.7
6350;1425.65
6351;1401.35
6352;1430.4
6353;1445.65005
6354;1476.1
6355;1629.6
6356;1706.74995
6357;1623.34995
6358;1500.19995
6359;1382.25
6360;1266.44995
6361;1182.45005
6362;1140.10005
6363;1129.00005
6364;1138.55
6365;1210.85005
6366;1473.09995
6367;1775.25
6368;2039.80005
6369;2181.35
6370;2259.55005
6371;2235.89995
6372;2186.64995
6373;2128.09995
6374;2223.85
6375;2239.84995
6376;2252.55005
6377;2177.35005
6378;2083.65
6379;2165.15005
6380;2204.65005
6381;2045.65
6382;1835.5501
6383;1690.1
6384;1541.25
6385;1448.14995
6386;1381.25005
6387;1370.5
6388;1373.90005
6389;1421.15
6390;1616.25
6391;1891.39995
6392;2142.94995
6393;2256.40005
6394;2255.6001
6395;2275.3
6396;2178.9
6397;2117.55005
6398;2199.35005
6399;2229
6400;2226.35
6401;2186.7
6402;2117.1
6403;2194.85
6404;2232.29995
6405;2078.74995
6406;1863.25005
6407;1705.34995
6408;1573.20005
6409;1474.3
6410;1418.2
6411;1390.15
6412;1391
6413;1437.35005
6414;1635.5499
6415;1907.50005
6416;2152.30005
6417;2282.4
6418;2292.4
6419;2342.85
6420;2190
6421;2178.84995
6422;2214.39995
6423;2267.75
6424;2293.39995
6425;2260.74995
6426;2157.54995
6427;2245.4
6428;2245.14995
6429;2073.39995
6430;1870.44995
6431;1694.39995
6432;1567.95
6433;1442.9
6434;1401.35
6435;1372.85
6436;1381.55
6437;1413.1
6438;1624.9
6439;1898.64995
6440;2134.75005
6441;2277.85
6442;2300.8
6443;2275.89995
6444;2174
6445;2143.45
6446;2190.45
6447;2221.1
6448;2253.69995
6449;2215.1
6450;2122.95005
6451;2218.64995
6452;2253.4
6453;2088.60005
6454;1888.95
6455;1720.35005
6456;1561.75
6457;1463.65
6458;1406.59995
6459;1391.95
6460;1388.40005
6461;1431.60005
6462;1629.25
6463;1882.44995
6464;2139.85
6465;2252.25
6466;2264.75
6467;2278.05
6468;2183.89995
6469;2163.90005
6470;2210.89995
6471;2219.14995
6472;2227.25
6473;2186.39995
6474;2133.35
6475;2244.15005
6476;2230.25
6477;2029.39995
6478;1845.4
6479;1709.3
6480;1591.35
6481;1466.05
6482;1387.65
6483;1355.79995
6484;1346.8
6485;1371.95005
6486;1435.69995
6487;1550.30005
6488;1667.15
6489;1786.35
6490;1796.60005
6491;1788.95
6492;1733.75005
6493;1696.20005
6494;1609.65005
6495;1589.55
6496;1627.25
6497;1659.55
6498;1705.54995
6499;1866.84995
6500;1886.85
6501;1713.24995
6502;1583.95
6503;1465.25
6504;1369.95
6505;1262.64995
6506;1201.7
6507;1183.19995
6508;1163.94995
6509;1166.3
6510;1207.94995
6511;1236.60005
6512;1305.05
6513;1424.64995
6514;1498.60005
6515;1517.15005
6516;1517
6517;1512.05
6518;1437.00005
6519;1467.2
6520;1450.75
6521;1478.35
6522;1493.85
6523;1666.25
6524;1737.35
6525;1636.05
6526;1533.65
6527;1413.89995
6528;1283.59995
6529;1201.7
6530;1155
6531;1142.95
6532;1165.2
6533;1222.59995
6534;1475.4
6535;1782.5
6536;2035.35
6537;2161.10005
6538;2163.5
6539;2165.15
6540;2107.65
6541;2050.75
6542;2136.00005
6543;2189.85
6544;2189.35
6545;2162.35
6546;2085.65
6547;2192.90005
6548;2194.54995
6549;2048.90005
6550;1848.15
6551;1694.65
6552;1546.45
6553;1451.6
6554;1389.65005
6555;1361.15005
6556;1374.55
6557;1426.55
6558;1623.05005
6559;1911.64995
6560;2161.69995
6561;2262.35
6562;2283.9
6563;2305.65005
6564;2208.69995
6565;2177.30005
6566;2233.5
6567;2229
6568;2275.8
6569;2259.39995
6570;2208.80005
6571;2348.64995
6572;2288.55
6573;2113.04995
6574;1886.75005
6575;1745.35
6576;1568.6
6577;1466.90005
6578;1405.3
6579;1379.75005
6580;1378.65
6581;1431.35
6582;1614.75
6583;1911.75005
6584;2142.15
6585;2261.75005
6586;2268.45
6587;2301.3
6588;2211.15
6589;2128.14995
6590;2223.3
6591;2251.6
6592;2291.40005
6593;2228.09995
6594;2139.59995
6595;2273.54995
6596;2226.65
6597;2047.35
6598;1851.35005
6599;1669
6600;1538.15
6601;1435.59995
6602;1381.95
6603;1388.55
6604;1362.69995
6605;1404.95
6606;1575.3
6607;1888.64995
6608;2105.44995
6609;2225.95
6610;2245.00005
6611;2208.55005
6612;2102.3
6613;2035.9
6614;2085.59995
6615;2177.9
6616;2179.39995
6617;2152.60005
6618;2079.59995
6619;2219.89995
6620;2154.2
6621;1980.79995
6622;1791.95
6623;1640.9
6624;1488.40005
6625;1392.6
6626;1334.6
6627;1336.3
6628;1321.1
6629;1377.55005
6630;1561.75005
6631;1845.49995
6632;2064.25005
6633;2179.09995
6634;2163.09995
6635;2179.89995
6636;2077.7
6637;2035
6638;2091
6639;2114.30005
6640;2090.50005
6641;2058.34995
6642;2044.75
6643;2198.8
6644;2146.30005
6645;1975.89995
6646;1774.95
6647;1635.80005
6648;1476.05
6649;1366.1
6650;1302.80005
6651;1267.94995
6652;1264.2
6653;1284.55
6654;1342.3
6655;1477.65
6656;1613.6
6657;1739.65
6658;1751.05
6659;1752.35
6660;1692
6661;1634.15
6662;1565.9
6663;1553
6664;1541.55
6665;1579.9
6666;1629.2
6667;1828.34995
6668;1806.55
6669;1682.29995
6670;1544.7
6671;1446.75005
6672;1317.94995
6673;1227.9
6674;1151.30005
6675;1118.09995
6676;1115.55005
6677;1139.45005
6678;1182.30005
6679;1215.94995
6680;1267.1
6681;1389.05
6682;1456.70005
6683;1479.85
6684;1495.34995
6685;1448.59995
6686;1403.19995
6687;1399.15
6688;1405.79995
6689;1405.75
6690;1458.4
6691;1684
6692;1682.75
6693;1584.85
6694;1490.90005
6695;1376.94995
6696;1248.45005
6697;1167.94995
6698;1126.45
6699;1109.70005
6700;1125.84995
6701;1195.65005
6702;1432.89995
6703;1783.6
6704;2041.4
6705;2168.79995
6706;2174.65
6707;2155.69995
6708;2082.85
6709;2024.15
6710;2090.3
6711;2111.85005
6712;2084.94995
6713;2040.2
6714;1994.09995
6715;2137.85
6716;2091.70005
6717;1971.75005
6718;1764.7
6719;1587.8
6720;1430.35005
6721;1348.75
6722;1292.20005
6723;1276.3
6724;1284.25
6725;1337.75
6726;1563.05
6727;1868.44995
6728;2100.3
6729;2232.19995
6730;2220.75
6731;2208.75005
6732;2118.05005
6733;2041.19995
6734;2111.8
6735;2154.75
6736;2138.70005
6737;2131
6738;2103.3
6739;2272.79995
6740;2230.30005
6741;2054.1
6742;1838.19995
6743;1675.89995
6744;1515.05
6745;1424.60005
6746;1349.7
6747;1339.7
6748;1352.1
6749;1395.0501
6750;1606.69995
6751;1920.30005
6752;2153.25
6753;2265.00005
6754;2285.9
6755;2287.3
6756;2173.3
6757;2094.65005
6758;2163.05
6759;2219.94995
6760;2225.04995
6761;2208.14995
6762;2196.00005
6763;2325.8
6764;2229.15
6765;2071.45
6766;1842.6
6767;1666.55
6768;1498.24995
6769;1389.79995
6770;1333.4
6771;1331.25
6772;1348.39995
6773;1376.89995
6774;1597
6775;1923.4
6776;2149.2499
6777;2233.35
